7.400000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
7.450000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
7.550000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
7.600000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
7.650000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
7.700000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
7.750000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
7.800000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
7.850000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
7.900000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
7.950000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
8.050000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
8.100000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
8.150000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
8.200000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
8.250000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
8.300000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
8.350000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
8.400000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
8.450000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
8.500000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
8.550000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
8.600000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
8.650000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
8.700000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
8.750000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
8.800000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
8.850000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
8.900000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
8.950000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
9.050000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
9.100000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
9.150000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
9.200000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
9.250000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
9.300000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
9.350000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
9.400000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
9.450000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
9.500000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
9.550000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
9.600000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
9.650000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
9.700000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
9.750000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
9.800000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
9.850000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
9.900000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
9.950000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.005000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.010000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.015000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.020000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.025000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.030000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.035000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.040000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.045000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.050000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.055000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.060000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.065000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.070000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.075000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.080000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.085000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.090000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.095000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.105000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.110000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.115000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.120000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.125000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.130000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.135000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.140000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.145000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.150000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.155000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.160000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.165000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.170000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.175000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.180000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.185000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.190000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.195000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.205000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.210000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.215000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.220000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.225000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.230000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.235000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.240000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.245000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.250000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.255000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.260000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.265000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.270000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.275000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.280000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.285000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.290000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.295000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.305000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.310000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.315000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.320000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.325000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.330000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.335000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.340000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.345000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.350000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.355000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.360000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.365000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.370000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.375000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.380000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.385000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.390000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.395000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.405000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.410000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.415000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.420000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.425000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.430000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.435000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.440000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.445000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.450000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.455000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.460000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.465000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.470000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.475000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.480000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.485000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.490000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.495000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.505000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.510000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.515000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.520000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.525000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.530000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.535000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.540000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.545000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.550000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.555000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.560000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.565000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.570000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.575000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.580000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.585000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.590000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.595000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.605000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.610000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.615000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.620000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.625000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.630000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.635000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.640000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.645000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.650000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.655000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.660000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.665000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.670000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.675000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.680000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.685000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.690000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.695000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.705000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.710000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.715000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.720000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.725000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.730000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.735000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.740000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.745000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.750000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.755000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.760000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.765000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.770000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.775000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.780000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.785000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.790000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.795000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.805000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.810000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.815000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.820000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.825000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.830000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.835000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.840000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.845000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.850000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.855000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.860000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.865000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.870000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.875000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.880000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.885000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.890000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.895000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.905000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.910000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.915000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.920000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.925000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.930000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.935000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.940000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.945000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.950000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.955000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.960000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.965000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.970000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.975000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.980000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.985000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
